USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,WIN_RATE,LEAGUE_POINTS,RANK,TIER,OVERALL_SCORE,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,AGREEABLENESS,CONSCIENTIOUSNESS,EXTRAVERSION,NEUROTICISM,OPENNESS
NevilleReilly,eric.daugherty@gmail.com,ValCrow,aa3dcedc-7303-46d2-a7cd-b86c880a0cb5,303,193,105,64.8,25,III,SILVER,1303,JUNGLE,20,23,1.1,1.4,3.8,2.7,2.6
CherrieManteII,barrett.quigley@hotmail.com,HaywoodJashootmee,56423baf-0fc4-428d-a52b-61d0fbf0b2e0,491,125,98,56.1,30,II,DIAMOND,2591,TOP,10,13,3.6,2.4,3,3.3,3
FrederickMoen,felton.sporer@gmail.com,PearlE.Whites,98130625-a942-4120-b90e-4f34421375e5,399,223,192,53.7,0,I,MASTER,3199,JUNGLE,18,21,4.4,4.7,5,4.1,2
LyndonGrant,humberto.gutmann@hotmail.com,LivGood,013a271b-fed4-4ff6-9bce-65c5d2c521c0,220,208,210,49.8,0,II,GOLD,1520,TOP,13,14,2.9,4.5,2.7,3.4,3.2
BulahNolan,thao.hartmann@yahoo.com,GodivaHeadache,c5e060f5-1245-427d-a160-65d85f866342,544,74,39,65.5,1,I,CHALLENGER,3344,JUNGLE,0,2,1.9,2.3,2.3,1.3,3.1
RudolphVonRueden,mindy.littel@yahoo.com,MayONays,35734968-326e-496f-a444-b4622b15ca9c,646,478,461,50.9,15,II,BRONZE,1146,ADC,11,14,2.5,2.3,4.2,2.3,2.3
HiramDickens,nicolette.okuneva@yahoo.com,StuPitt,024158b7-9379-4331-b1ae-ef0a7b208bc6,372,103,76,57.5,147,II,SILVER,1272,JUNGLE,6,8,2.5,1.2,2.3,1.1,4
LisetteKing,danna.mckenzie@gmail.com,AbelN.Willan,65178c40-a860-4219-afb9-d979388d1539,216,294,305,49.1,86,II,DIAMOND,2316,ADC,14,15,2.5,3.1,4.7,4.1,3.8
EdBlock,margert.windler@yahoo.com,TinaSee,ac4baaa6-64c0-4e5e-ad08-6b28b1f2d42e,391,459,451,50.4,15,II,DIAMOND,2491,ADC,5,9,2.1,3.5,3,1.9,1.8
MelodyMcLaughlin,trent.jast@gmail.com,GilT.Azell,95f36408-a3df-49b7-a5d5-a5ac962b610f,351,105,84,55.6,103,IV,SILVER,1451,ADC,2,4,4,1.2,3.7,2.7,1.7
SuzannSwift,loris.sauer@yahoo.com,PhillipD.Bagg,f6e41899-b6d4-4aef-a108-02486c4180ba,651,172,139,55.3,1,III,PLATINUM,2451,JUNGLE,8,9,1.7,2.4,1.8,1.8,4
HarryHalvorson,adolph.schmidt@gmail.com,ImaLytleTeapot,cbb125cc-b638-47e8-99dc-82d7695a1409,521,32,25,56.1,20,II,IRON,621,JUNGLE,20,22,2.6,3.2,1.4,3,4.9
ClairBlanda,alfredia.lebsack@gmail.com,DarrenDeeds,8c66b62e-880a-48dd-b76c-926f04ef14ca,474,355,316,52.9,1,I,MASTER,3274,MID,19,22,1.3,4.8,2.2,2.2,1.6
TyrellKoelpin,merissa.paucek@yahoo.com,BrockLee,3fd30f11-e4da-49c0-b7e6-a6c20c119921,343,303,250,54.8,95,III,SILVER,1343,MID,5,8,1.1,2.1,4,2.3,3.2
NenaKeeblerJr.,ngan.kautzer@gmail.com,SashaKlotz,1810d9e8-753f-4f2f-a170-8a60452ddfe6,166,181,184,49.6,139,II,BRONZE,666,SUPPORT,16,17,1.8,1.2,2.6,3.5,4.3
MissJeffryMurazik,boyce.bruen@yahoo.com,AnnaConda,e565db36-0778-4d2c-a5b7-b4fff8486d0e,210,300,258,53.8,79,III,IRON,410,ADC,9,12,1.8,2.4,3.2,2,1.6
LyndonUptonII,emmett.abbott@gmail.com,MistyMeanor,8dc082a8-0ce8-4b43-b703-230c639e65e0,636,124,95,56.6,18,II,DIAMOND,2736,JUNGLE,8,11,1.2,4,3.5,2,3.2
ElizMills,damien.pollich@gmail.com,JoeKerr,edaff2a0-7e08-45ea-8449-445ed51c684d,598,99,91,52.1,195,III,PLATINUM,2398,TOP,10,14,4.5,1.5,3.7,1.3,2.8
MargaritaWill,jacinda.bins@hotmail.com,IleneDover,8dccaa4d-9bb2-4ceb-b61b-4f79578a6a61,179,149,131,53.2,203,I,CHALLENGER,2979,MID,21,0,3.7,2.5,3.8,4.5,4.4
MaiaFisher,erlene.schulist@yahoo.com,AlFresco,378b2a67-f31b-4ac6-a2ac-dc3aa14ba66b,217,74,65,53.2,1,III,DIAMOND,2417,TOP,2,3,3.6,4,4.4,2.4,1.5
AlvinKulasIII,jacob.corkery@yahoo.com,QuimbyIngmeen,92d6d7df-70c3-40e8-af3f-52b8586c5e51,557,140,130,51.9,247,I,MASTER,3357,MID,0,2,1.4,2,2.4,4.2,2.2
MaisieSchumm,chrystal.nitzsche@hotmail.com,SamManilla,27c3cf41-e23d-4e9b-ac2c-ad859834f562,686,348,348,50,119,I,CHALLENGER,3486,MID,17,19,3.1,2,5,1.6,2.4
Dr.EbonieWalsh,janette.gerlach@gmail.com,DaisyChain,e4364120-26a8-4104-8774-df2cdf95a5d6,246,39,35,52.7,26,I,GRANDMASTER,3046,MID,7,11,1.8,2.2,2.6,2.3,4
TrinaZiemeJr.,ken.zboncak@gmail.com,PollyEster,0c0569e2-9eb1-4db4-b332-6e4ed88ef070,66,91,65,58.3,82,I,CHALLENGER,2866,MID,2,5,3.7,1.9,4.2,1.3,3
Dr.NewtonBeahan,vannesa.connelly@hotmail.com,HeinNoon,f3241def-04f4-4090-bcf5-1516c53b2bea,287,99,67,59.6,89,I,MASTER,3087,SUPPORT,21,23,3.3,2,1,4.7,2.4
ElwoodOkuneva,janetta.rath@hotmail.com,ShirleyU.Jest,ea7a86aa-7fa6-4f76-93d3-91f818f10480,330,31,27,53.4,1,IV,IRON,630,JUNGLE,17,18,4.9,3.9,1.4,3.8,2.5
DariusOrtizI,elijah.mcdermott@hotmail.com,HarryBeard,eb5a9f47-c0b2-483f-b687-d60dd7082e9b,419,184,153,54.6,26,I,DIAMOND,2419,JUNGLE,5,6,4.5,2.2,3.6,4.8,3
OzzieSimonis,coleman.roob@gmail.com,ClaireVoyance,e00a24e2-da8b-4456-bfea-5b37a607104a,656,105,71,59.7,1,I,CHALLENGER,3456,TOP,0,2,4.2,5,4.2,2.1,1.5
MontyLemkeV,vincent.hoppe@gmail.com,TamaraKnight,09672673-c1ff-4d4c-b627-e9bd691e97f0,603,37,12,75.5,26,IV,SILVER,1703,ADC,11,15,1.9,1.2,4.7,1.5,1.9
DarellKshlerin,jill.barrows@hotmail.com,HelenHighwater,f3bbbfb0-c77e-4ad5-99f1-bd94922b4c83,645,139,104,57.2,97,I,GRANDMASTER,3445,TOP,23,1,4.4,1.3,2.5,4.6,3.7
Mr.VanceJacobson,alfredo.swaniawski@hotmail.com,RipTorn,1cdbae43-65f9-4f82-9647-59a86267cf8b,610,235,191,55.2,79,II,SILVER,1510,MID,20,0,2.7,1.5,4.9,2.2,4.6
EricTremblayDDS,jerrica.howe@hotmail.com,LesPayne,5e4ce552-261e-423b-bff2-7bea8d4f1a73,438,200,173,53.6,29,IV,DIAMOND,2738,MID,15,17,5,1.1,4.7,3.9,4.1
ShoshanaFarrellV,khalilah.rempel@yahoo.com,ElmerSklue,3a06d1a1-e256-4666-8b76-17c7ab5a7887,450,90,49,64.7,59,I,GRANDMASTER,3250,MID,2,5,3,2,1.7,2,1.7
AdalbertoGibsonJr.,carlee.reilly@yahoo.com,TyTass,b43a8ec3-a6af-4905-be32-0b561d3c1fdc,124,252,217,53.7,0,I,GRANDMASTER,2924,TOP,11,13,4.5,3,3.3,4.4,4.2
ShannaLeffler,salvador.cole@yahoo.com,AmandaLynn,eed1f00d-cc1c-4b22-a2ba-0e9bcad78150,76,116,93,55.5,0,I,GRANDMASTER,2876,JUNGLE,2,5,3.1,1.6,2.5,3.5,2.3
ChristiniaHessel,lucrecia.ledner@hotmail.com,KentCook,461863ff-68b7-4d52-8b27-862d73833e93,587,47,19,71.2,136,I,CHALLENGER,3387,JUNGLE,4,7,2.1,3.8,1.5,2.2,2.9
TeriCorwin,felix.schimmel@gmail.com,HowieDoohan,9b3066e6-d793-485d-b804-0f055ff2b8a0,25,213,147,59.2,155,I,BRONZE,425,SUPPORT,20,22,4,4.3,3.8,4.1,1
ArdelleRenner,lasonya.simonis@hotmail.com,JoannaHand,4cd66ddf-6044-4b5b-aeab-17f5157afb2d,435,170,130,56.7,86,I,GRANDMASTER,3235,TOP,22,0,4.3,3.6,3.1,2.2,1.9
ElliottKoepp,neely.cole@yahoo.com,DennisToffice,88a59d97-139e-4392-b90f-be394231fe26,276,139,122,53.3,20,I,CHALLENGER,3076,TOP,4,7,2.7,4.8,1.8,3.9,3.2
ColumbusHermiston,linwood.goyette@hotmail.com,KayNeine,49b9f508-57ba-4c3e-a819-9e8cb09c541c,247,289,241,54.5,37,IV,DIAMOND,2547,ADC,6,7,3,1.5,1.8,3.6,3.7
AdolfoVonIV,ivory.marvin@gmail.com,CurtZee,231802eb-f3fe-4a85-b663-99cce554e820,311,239,171,58.3,145,I,GRANDMASTER,3111,JUNGLE,14,18,3.4,4.7,4.1,5,2.4
EvelinaCorkery,quintin.yundt@yahoo.com,StanStill,fb4c7af8-ecbf-44c2-92ee-14568808d65c,594,276,229,54.7,27,I,GRANDMASTER,3394,TOP,4,6,1.2,4.7,4.7,1,3
BusterPfeffer,brain.kshlerin@gmail.com,LivGood,6f662e98-fefe-476c-ac6b-dfa925010314,143,262,228,53.5,1,II,DIAMOND,2243,MID,23,2,2.4,2.5,4.5,1.9,2.5
Ms.JacquelynnChamplin,barrie.halvorson@hotmail.com,JoyAnnaDeLight,a265873e-eb20-43c9-95f2-1f70bce31375,651,198,170,53.8,48,I,GRANDMASTER,3451,ADC,21,0,2.2,4.6,1.6,1.4,3.2
LuciusNitzscheMD,thaddeus.yost@hotmail.com,MarcusAbsent,4222bd31-4ba4-4644-96b9-83c14a37b4a9,258,144,100,59,16,I,GRANDMASTER,3058,ADC,8,10,5,2.8,2.9,3.6,2.1
CollinHoppe,nicholas.collier@yahoo.com,I.RonStomach,ab9813af-168a-40d5-9a16-dc19361c6b38,413,160,144,52.6,35,III,PLATINUM,2213,TOP,20,21,4.1,2.7,1.7,2.7,4.7
MaxineBaumbachIV,duncan.ortiz@gmail.com,PennyLane,9876c066-2c7d-4a85-9e1a-f1d2e04682e4,568,31,17,64.6,18,III,DIAMOND,2768,SUPPORT,22,23,3.8,3.1,1.7,3.4,4.8
CarylKonopelskiII,rubin.satterfield@yahoo.com,CyBurns,8077bb81-ad0a-4289-8cff-4200a865ec46,612,81,76,51.6,1,II,BRONZE,1112,TOP,1,5,3.3,4.2,4.4,4.3,3.9
Ms.StephenieSchmeler,lashawna.watsica@hotmail.com,KayNeine,ff1ae71f-3b0a-40c4-9760-2fe776ddbcd3,66,74,50,59.7,0,II,BRONZE,566,JUNGLE,15,17,3.4,2.1,1.3,4.5,4.8
CarsonSchaefer,lloyd.reinger@yahoo.com,AndyGravity,95404533-3f61-40c1-b2f8-754ab5334a6a,671,116,70,62.4,20,IV,IRON,971,JUNGLE,11,15,4.6,4.8,3.9,1.9,1.5
JoleenKuvalis,gilberto.medhurst@gmail.com,FatherA.Long,56b15cd9-91d9-42f6-86fe-b9cdd06cf651,456,119,95,55.6,34,III,IRON,656,ADC,15,19,3.1,1.2,2.9,3,3.8
ScottieJohnson,noel.kuhn@gmail.com,SkipDover,a63506b0-e1e8-48e6-8f76-9a7cdccb0c2b,253,188,164,53.4,53,I,GRANDMASTER,3053,MID,1,5,4.9,2.4,3.8,2.3,3.9
KeithTorphy,keren.macejkovic@yahoo.com,SueFlay,d0af3ab0-9807-45d5-a1b1-cca32a440db2,324,15,7,68.2,0,IV,BRONZE,1024,JUNGLE,6,10,2.4,1.9,1.3,1.5,2.6
StantonPfefferMD,isaias.harvey@gmail.com,KristieHannity,7eb6ae5a-82b0-4735-9b7e-47537bdad2a8,561,113,76,59.8,1,IV,GOLD,2061,ADC,7,10,2,4.3,4.2,2.8,4
LorileeBogan,rodrick.runolfsdottir@hotmail.com,AbelN.Willan,c57db610-7931-4876-b9b6-ad098456b9ec,511,227,199,53.3,243,I,BRONZE,911,TOP,6,9,3.9,2.3,3.6,1.5,3.4
AmieHartmann,bong.reichel@yahoo.com,IleneNorth,ce84a481-5af1-4152-b105-bc3edb5e0df7,562,169,137,55.2,1,I,MASTER,3362,ADC,17,19,4.3,1.4,3.1,2.8,4
BrockBernier,royce.gerhold@hotmail.com,SamDayoulpay,d99f539b-9e7a-4c80-8071-556ef24561a8,539,160,80,66.7,0,I,BRONZE,939,JUNGLE,16,18,2.2,1.5,2.6,5,4.2
RufusYost,lyndia.kling@yahoo.com,DustyStorm,799c81ee-40d2-4229-986d-967e0ea4c349,348,383,375,50.5,0,III,GOLD,1748,TOP,0,4,4,3.8,3.4,4.8,2.2
JessieLabadie,ryan.conroy@yahoo.com,LeighKing,52d1d2a8-e0c7-4e81-a610-e9d1c52427cf,601,82,52,61.2,161,III,IRON,801,JUNGLE,6,9,3.8,1.1,3.6,1.5,2.2
HongHauck,angele.rowe@hotmail.com,FordParker,f7ee9629-ee4c-46b3-8e09-673da2177339,487,385,371,50.9,32,III,SILVER,1487,ADC,18,19,4.3,1.7,1.8,2.9,2.8
CeciliaWisoky,kerry.west@hotmail.com,LisaCarr,ec104e17-40d2-4b9e-b2ac-7420901a3e58,274,204,164,55.4,184,I,CHALLENGER,3074,MID,9,12,1.3,3.9,4.9,3.8,1.8
MalikaSkiles,joycelyn.botsford@hotmail.com,ShandaLear,d5e0f1bf-5dc9-4d62-bd64-52544e5ae3c8,118,302,279,52,284,II,GOLD,1418,SUPPORT,21,22,4.2,2.7,4.8,4.8,3
AllineHyatt,kareen.murazik@yahoo.com,DarrellB.Moore,dc1e6a72-fa79-49dd-8d56-695b1e352f62,374,142,80,64,162,IV,SILVER,1474,SUPPORT,12,14,1.6,2.5,3.9,2.6,2.6
GrettaMitchellJr.,cliff.balistreri@gmail.com,ColeKutz,9b70f887-4ca1-47b2-b61e-acae698e4ceb,185,230,198,53.7,110,I,GRANDMASTER,2985,SUPPORT,3,7,2.9,4.5,4,1.4,3.9
KennaJenkins,rodrick.lynch@hotmail.com,BillDollar,ee660124-b640-4421-902e-32971e404f2c,353,464,433,51.7,25,II,GOLD,1653,ADC,10,14,1.2,3.6,2.9,3.6,3.8
ZacheryConsidine,young.herman@hotmail.com,HyBall,6e4fbd59-8466-4cb7-848f-3c0b45e3831c,262,80,67,54.4,251,IV,PLATINUM,2162,JUNGLE,0,2,1.1,2.5,4.9,3.5,4.1
RodolfoKohler,sterling.kozey@gmail.com,OttoGraf,e95cbf9c-0b1d-42e3-b309-3be596e7eff0,506,141,118,54.4,168,IV,PLATINUM,2406,TOP,15,18,5,3,1.5,2.4,4.3
BertramRodriguez,kendra.wilkinson@yahoo.com,BoNessround,aea9e642-9aa8-496a-bdba-c6fdd80e51f0,64,209,197,51.5,299,I,GRANDMASTER,2864,TOP,3,6,2.5,2.7,1.5,3.9,4.8
RobbinLindgren,emmie.witting@gmail.com,AliGator,7f760268-9ff3-423d-a84d-60f1d7193071,336,189,149,55.9,290,I,CHALLENGER,3136,SUPPORT,19,21,4.5,4.7,4.3,1.1,3.7
MissMickeyHahn,jovan.stoltenberg@gmail.com,TommyHawk,eda02069-e9c5-473e-813b-e9a7a8e29729,268,462,420,52.4,134,II,GOLD,1568,JUNGLE,23,3,3.1,2.8,4.3,3,1.8
Mrs.JerryRitchie,theo.stanton@hotmail.com,SonnyDay,a84d5816-1555-4434-ab49-b9ce5593ace7,488,643,585,52.4,35,I,GRANDMASTER,3288,JUNGLE,18,19,4,4.1,1.7,2.4,4.2
BillieGlover,ray.olson@hotmail.com,MistyC.Shore,0554a954-6333-40b7-a9e6-df4e3c76aaeb,65,141,18,88.7,1778,I,BRONZE,465,TOP,0,1,3,1.3,4.5,1.8,3.5
MaiFunk,dave.spinka@yahoo.com,SueShi,5dbe3c1f-54b5-4ce0-bcb4-75e3b14ca0ac,58,247,154,61.6,706,III,GOLD,1458,JUNGLE,2,5,1.2,2.2,1.6,1.1,2.3
JasperLangworthJr.,sanda.prosacco@gmail.com,BenThair,a16cba22-c488-4e97-b3e8-916a0b5cb24d,355,188,88,68.1,701,I,CHALLENGER,3155,SUPPORT,23,3,2.2,4.1,4,2,4.1
WayneKoch,loyd.heaney@hotmail.com,CaraVan,abc2a68a-555e-425b-95b6-89a7043b1f5c,637,121,59,67.2,505,I,MASTER,3437,MID,10,11,3.7,3.1,4.8,1.6,4
SamPacocha,kirby.quitzon@gmail.com,AlFresco,38ddc5fe-80e8-4681-90c5-12737b92f36f,332,143,73,66.2,569,I,CHALLENGER,3132,TOP,19,21,4.9,2.9,1.6,1.7,4.5
BillieGoldner,jude.greenfelder@gmail.com,JuanDeHattatime,dc0b4083-b5e1-4a25-824c-d18e0a1a6e79,138,213,103,67.4,565,I,CHALLENGER,2938,SUPPORT,8,9,4.6,2.1,1.3,4.9,4.8
Mr.SidneyThompson,jorge.nolan@hotmail.com,RickOShea,6dd4400d-75af-474b-9f03-acc90568174b,117,143,54,72.6,867,IV,BRONZE,817,TOP,8,10,2.2,4,3.1,1.1,2.5
FlorencioZemlak,renaldo.kub@gmail.com,RhodaMule,e8cba9dd-7636-4c44-9b55-43542ebac04e,496,109,48,69.4,525,III,GOLD,1896,MID,12,15,1.7,1.5,1.6,4.6,2
ClarkKundeIII,shantel.zulauf@hotmail.com,JacquesStrap,a5a67ce1-00df-4744-b5b4-7bcec2b4e026,4,87,45,65.9,93,I,DIAMOND,2004,SUPPORT,3,4,4.4,1.6,1.1,1.4,4.3
LetishaGottlieb,dwight.satterfield@hotmail.com,MelPractiss,2d248753-0387-429b-951e-27ff8fc5ee26,487,191,111,63.2,155,I,GOLD,1687,MID,23,0,2.7,4.4,3.1,4.1,4.3
ShondaLang,katherine.stoltenberg@gmail.com,AnneT.Lope,68f40e93-cad5-4d52-a968-c69119b36923,437,99,82,54.7,69,I,MASTER,3237,MID,22,23,4.4,2.8,4.5,4,3.7
FrediaDonnelly,amalia.berge@gmail.com,ChadTerbocks,c74d3cbc-a914-475f-970e-ac1e367fe777,69,160,109,59.5,14,II,PLATINUM,1769,JUNGLE,13,14,4.4,1.7,1.2,2,1
AnalisaLakin,pearl.heaney@yahoo.com,MiltonYermouth,e1686011-e7e0-44c0-8460-0fb2d7dbcfa5,290,101,65,60.8,14,I,GOLD,1490,JUNGLE,5,9,3.3,4.9,4.6,3.6,4.5
KelleyBoyer,ezequiel.stehr@yahoo.com,AdamSapple,721c5b28-5b0c-4673-9737-56a3dd2decc0,627,219,196,52.8,4,IV,IRON,927,SUPPORT,10,14,2.9,3.4,5,2.4,2
JessWilliamsonJr.,jackson.wintheiser@hotmail.com,NidaLyte,ece16c1f-142f-474f-b254-cb02eb66c6f3,553,143,112,56.1,67,I,CHALLENGER,3353,TOP,17,18,2,2.8,3.7,1.1,4.5
NikiaParkerDVM,milford.howell@gmail.com,RobinDeCraydle,d32bdf16-516c-4284-83fb-17033ff4b456,491,107,79,57.5,1,I,PLATINUM,2091,TOP,22,1,2.9,1.9,2,2.2,4.4
JacquelynnFlatley,pura.robel@yahoo.com,GeorgeWashingtonSleptier,ccd60404-42c4-4b44-9453-942d58415295,217,82,37,68.9,63,II,IRON,317,TOP,6,7,2.9,1.4,2.2,3.3,2.9
SpringSauer,marcel.mueller@hotmail.com,AbbieBirthday,3fac18e0-b9e8-4f88-aed3-86bfd22a99f4,564,135,117,53.6,0,III,DIAMOND,2764,TOP,22,1,4.3,3.8,3.3,4.3,1.7
ReidLang,twila.ondricka@yahoo.com,MelPractiss,b950cda6-9301-4375-9cc0-1c033187cef5,547,80,50,61.5,28,III,BRONZE,1147,SUPPORT,10,13,1.7,3.7,4.7,3.8,4.7
HongTorp,timmy.klein@gmail.com,JuneBugg,dcd24767-4ec0-4c2b-80fd-317a67d75a4e,190,249,198,55.7,146,I,BRONZE,590,SUPPORT,22,0,1.6,4.6,1.5,1.2,3.2
AlbertOKon,jamar.goyette@hotmail.com,HarryPitts,6df15db2-bb84-4146-b4b7-dc1749966e0f,178,216,187,53.6,43,III,GOLD,1578,MID,16,20,4.7,2.6,2.3,3,1.7
DevinBosco,kelley.abernathy@gmail.com,EllaVader,601691c7-8b30-4532-abd5-072795507f7c,641,62,38,62,0,I,IRON,641,ADC,2,6,1.2,3.7,1.2,2.9,2.6
NealBotsford,sherman.mertz@yahoo.com,AnnieMoore,3b55ff07-5dce-43d6-bcbf-bd8f2ef080dc,159,199,182,52.2,1,I,GRANDMASTER,2959,TOP,17,21,1.9,4.2,3.8,1.6,2.3
Mr.HollieGorczany,jeanetta.johns@hotmail.com,SandyC.Shore,14e777eb-1f9c-44d8-866a-b9b1faa44135,3,75,54,58.1,60,IV,IRON,303,JUNGLE,4,6,1.6,4.8,4.2,1.3,2.9
LawrenceWeimann,altha.moen@hotmail.com,NickOTime,115f4ff6-669a-4e2b-abc5-112dfe47d89c,222,69,48,59,0,I,MASTER,3022,SUPPORT,15,19,2.6,4.3,3.9,4.2,3.7
DeloraOrtiz,britt.cruickshank@gmail.com,ClaraSabell,743974f5-ec34-472e-8efc-2dc339d1ec4e,518,180,139,56.4,122,III,GOLD,1918,SUPPORT,0,3,2.9,3.8,2,4.7,4.4
TangelaLockman,sharyn.rau@yahoo.com,EdIble,737c6f44-8260-4970-9ae5-47dea1abadca,201,149,126,54.2,13,I,GRANDMASTER,3001,ADC,19,21,3.4,4.7,4.5,3,2.7
AdrienCronaII,harriett.ward@yahoo.com,CurtN.Rodd,cf2c573b-ac12-4df9-a89f-55d080557c90,178,278,222,55.6,12,II,PLATINUM,1878,SUPPORT,22,1,4.8,1.9,3.6,3.5,2.7
FredSchoen,apolonia.wisozk@hotmail.com,HarryLegg,f6df8d97-4e44-4002-b294-6898e193742c,379,100,72,58.1,154,I,GRANDMASTER,3179,JUNGLE,1,3,2.3,1.4,2.7,2.8,2.1
KingRempelV,rosy.casper@hotmail.com,LucyFer,b8f0df25-d21c-4e82-8e11-8d479d41d288,11,118,100,54.1,53,II,BRONZE,511,JUNGLE,15,17,2.4,3.9,3,2.4,2.1
VannesaTurcotte,craig.nicolas@gmail.com,U.O.Money,07d18a77-817d-4b0b-ab7f-a41d45979023,552,329,289,53.2,86,IV,DIAMOND,2852,SUPPORT,11,14,2.6,3.1,1,1.3,2.4
MissPetraHintz,frederica.cormier@gmail.com,LilyLivard,1fa63769-f94a-457a-b034-ffc882e1f25b,122,437,413,51.4,1,I,GOLD,1322,TOP,2,6,1.2,3.7,4.4,2,2.4
MissMercyHills,vince.ryan@gmail.com,AlOMoaney,936c120d-cfc6-49e4-8321-9894da0aa6e0,8,131,105,55.5,143,III,PLATINUM,1808,MID,23,1,1.4,2.9,2.4,2,1.6
SaraBradtkeJr.,thora.hegmann@hotmail.com,NoahLott,fb85eafe-fc0c-49a0-a5b5-5a6e9814d231,458,367,347,51.4,1,II,BRONZE,958,MID,16,17,4.4,3.3,3,2.5,4.8
VannaFranecki,moshe.yost@yahoo.com,EveHill,4e629e65-f88b-4d88-8286-ed963ff8ab8a,397,193,192,50.1,288,I,IRON,397,SUPPORT,1,3,2.7,4,4.1,2.5,1.6
RickieOConner,jason.heller@gmail.com,BarryShmelly,74b41bcf-dc55-4ff8-9202-2071a488a8ff,122,126,131,49,3,I,BRONZE,522,JUNGLE,22,1,3.7,3.2,4.4,3.8,4.8
DaniloGottlieb,desiree.heaney@yahoo.com,TerryBull,74cfbdb3-1bdf-4cab-b9c2-ffa307b73259,81,254,248,50.6,108,III,IRON,281,JUNGLE,20,21,4.6,2.2,1.7,3,1.1
BennyDouglas,rex.kilback@hotmail.com,HeatherN.Yonn,3c44310d-c1ae-44c2-80b7-e478cf043852,351,94,98,49,35,I,GRANDMASTER,3151,ADC,20,0,3.2,4.4,4.1,1.2,1.1
MammieMitchell,alfred.hintz@hotmail.com,RayN.Carnation,b8464074-6b24-4af0-b094-87e1af901d8b,209,689,634,52.1,30,I,CHALLENGER,3009,ADC,0,3,4.3,4.9,2.6,3.5,4.3
RickeyHilll,darryl.schumm@yahoo.com,OliverSutton,56e1bdc6-234d-4bc0-b33a-e0493e9efadb,565,163,129,55.8,33,II,PLATINUM,2265,SUPPORT,3,4,4.1,3.4,4.3,3,3
RolandoSchmidt,ava.nitzsche@yahoo.com,BobNg,fafa5b4b-26d5-45fe-b8bc-91d389c104d3,394,225,221,50.4,166,I,CHALLENGER,3194,JUNGLE,18,19,3.4,3.7,3.2,2,2.6
MissLoydFadel,tess.hoppe@yahoo.com,LynnMeabuck,8d360df6-f4a6-4543-b23d-06927e92449a,138,538,495,52.1,236,II,PLATINUM,1838,TOP,7,9,1.2,2.5,2.9,2,2.5
CherrylOndricka,jarred.dooley@hotmail.com,KerryOki,0d70a655-37b1-402a-863e-f7305c08a9a8,394,313,265,54.2,100,I,GRANDMASTER,3194,SUPPORT,22,23,1.9,3.6,4.3,3.4,3.4
AlejandrinaDaniel,darron.abshire@hotmail.com,DougLoveFitzhugh,2e3d948a-dc2f-4059-91b7-6d0e8d751619,542,166,114,59.3,111,III,GOLD,1942,JUNGLE,0,3,1.1,1.4,2.8,3.8,4.7
ClaritaNikolaus,norine.marvin@hotmail.com,MoeDeLawn,f8260f0e-3e60-4bc2-a1e0-fc99a757e85c,192,59,53,52.7,204,IV,IRON,492,SUPPORT,12,13,3.8,1.8,4.4,3.6,3.1
JimmieGulgowski,branden.larkin@yahoo.com,DarrylLikt,dc091b6d-09a3-49e4-b48e-307e0ced454c,85,158,88,64.2,59,I,MASTER,2885,JUNGLE,8,9,2.8,1,3.2,1.1,2.7
MissMorganLowe,celestina.dibbert@hotmail.com,SidDown,f8252359-8b30-4ec8-9849-986dd5a9e781,158,132,130,50.4,12,IV,DIAMOND,2458,ADC,10,14,4.4,3.9,4.8,3.4,3.3
Mrs.TaraFeil,estrella.olson@hotmail.com,HaydenSeek,4ab65dfa-abe1-41e2-8cc1-ea53ba0c192f,599,232,158,59.5,560,II,SILVER,1499,JUNGLE,20,23,2,4.6,2.9,3.9,3
AnalisaHilll,aurelio.zboncak@gmail.com,PennyLane,c63e12f4-200b-4662-9863-2de526ee24c7,342,153,77,66.5,643,III,IRON,542,MID,20,0,4.6,4.2,3.3,3.7,3.7
OuidaEffertz,chante.hintz@yahoo.com,TrinaWoods,0f815028-df3f-4fc9-b364-0c85d1872d28,626,144,52,73.5,1290,IV,GOLD,2126,ADC,18,22,3,2,2.2,1.5,1.4
MissJimmieGulgowski,ali.wolff@gmail.com,DouglasS.Halfempty,7e763e3c-fb8b-4981-a750-0c9c054d7aa9,439,237,148,61.6,414,IV,GOLD,1939,TOP,11,14,1.2,3,3.7,4.5,1.6
AleshiaCronin,donette.wolf@gmail.com,HollyWood,588e2514-8f77-46d8-8a45-01d719dc771b,69,281,182,60.7,426,II,IRON,169,ADC,6,8,5,3.6,4.9,2.2,1.1
GeorgianaFunk,tomiko.dooley@hotmail.com,HammondEggs,bab947b0-dcc6-4041-81d5-a488d23d04bc,177,75,23,76.5,298,I,PLATINUM,1777,TOP,10,13,3.1,4.3,1.5,4.1,2.1
JayMante,glenn.kutch@gmail.com,NickOTime,67e91758-f1a7-4964-97e1-3d98d7f78e5e,674,212,172,55.2,235,I,GRANDMASTER,3474,JUNGLE,16,19,3.4,4.8,2,1.5,3.3
